id,Library_Geolocation__Latitude__s,Library_Geolocation__Longitude__s
9239,40.1419936,-84.0451776
9240,40.054097,-84.1248366
9241,40.1439047,-84.1118045
9242,40.0678902,-84.1599111
9243,47.16179,-122.5805
9244,36.0887038,-87.1098394
9245,36.1047935,-87.0539171
9246,36.1027132,-87.1051342
9247,42.2065719,-73.9832263
9248,42.8684825,-112.4401227
9249,49.89825,-97.187638
9251,36.1000091,-87.0532882
9252,41.8921544,-69.9898117
9253,41.5547068,-89.5952989
9254,42.416938,-71.7424474
9255,33.9046983,-118.0243664
9256,42.3598502,-83.2837863
9257,38.654514,-121.165614
9258,27.4645944,-82.6981943
9259,41.5142857,-73.0534466
9260,37.9890649,-84.51113
9261,38.456687,-122.682685
9264,40.5396141,-75.4947984
9265,47.8530951,-104.0480793
9266,40.1888287,-85.3944823
9267,40.3793409,-79.7063974
9268,44.8064084,-93.3905697
9269,39.731431,-104.948702
9270,34.1154717,-117.7388263
9271,35.26323,139.65657
9272,51.0861762,-114.1502983
9273,42.0775517,-88.0442748
9274,33.5969407,-92.8581519
9275,36.1016327,-87.114431
9276,40.1595255,-111.6077605
9277,43.4108936,-86.3461285
9278,33.9733402,-83.4223078
9279,33.356992,-111.929124
9281,34.1251043,-117.9892133
9282,42.0291058,-87.8627439
9283,32.8110978,-117.0455262
9284,41.5537307,-83.6216234
9285,44.5377584,-78.7409383
9286,30.16626,-85.674301
9287,27.9103474,-97.1496623
9288,47.7449999,-93.651385
9289,41.6729542,-88.3504571
9290,42.3145051,-71.1038443
9291,42.3537643,-88.1090968
9292,41.942724,-87.6624018
9293,41.5902268,-90.4427146
9294,31.2187913,-89.3026972
9295,41.696103,-91.593951
9296,40.2245912,-76.0783731
9297,33.8187114,-118.0769915
9298,39.601774,-104.9681142
9299,42.9086897,-78.8264352
9300,36.5582948,-119.6008775
9301,36.583319,-119.607114
9302,36.5622487,-119.6157539
9303,41.6417263,-93.814304
9304,41.7088308,-81.3332037
9305,32.8997596,-97.3077891
9306,38.1323149,-80.9906686
9307,42.557837,-87.929958
9308,35.3004953,-120.6578457
9310,39.077015,-84.176862
9311,38.5548562,-90.4029836
9312,38.5575703,-121.4922329
9313,44.348704,-79.81715
9314,45.503847,-122.569002
9315,45.5545931,-122.8856845
9316,58.302518,-134.4074395
9317,42.4239149,-82.9140378
9318,42.900393,-85.6159215
9319,43.1722036,-89.0963516
9320,25.6256477,-80.3152827
9321,45.549864,-122.812033
9322,44.5429584,-95.09227
9323,26.6075277,-81.8584173
9325,40.1465888,-111.6266293
9326,29.9399372,-90.1276638
9327,47.6008488,-122.1283873
9328,9.21003708,124.7036436
9329,45.8026956,-95.4494906
9330,41.260425,-76.9623932
9331,38.3502104,-120.9337238
9332,44.9375807,-93.2539428
9333,33.6971809,-117.9794932
9334,45.5467922,-122.6103658
9335,41.291873,-72.638238
9336,39.4705988,-87.3382171
9337,43.890734,-91.202159
9338,45.00323,-93.499636
9339,33.3245586,-96.7844417
9340,41.7500116,-88.3112693
9341,42.6447869,-84.6563286
9342,34.5952171,-106.0320342
9343,29.6567079,-95.4598638
9344,33.8148603,-84.2734387
9345,38.8477019,-77.1057248
9347,42.88787,-78.86175
9349,33.1531845,-96.6908483
9350,43.7439166,-122.4658657
9351,40.90917,-73.8122457
9352,39.8107918,-105.0496455
9353,39.9342425,-105.1043117
9354,40.5251697,-75.7761869
9355,43.3886083,-80.3391744
9356,41.7114718,-88.3954462
9358,42.4501842,-71.071528
9359,45.5771108,-122.7225125
9360,36.7283862,-119.7323219
9361,36.841914,-76.312804
9362,50.652717,-120.3525001
9363,41.8364816,-87.8441742
9364,45.5854317,-122.4043318
9365,45.5943547,-122.4179618
9366,46.8555807,-113.9944797
9367,27.306055,-82.510092
9368,42.0574926,-87.8087637
9369,33.8211843,-81.0952119
9370,41.9748288,-76.5196936
9371,47.13437,-122.93352
9372,41.3343459,-73.9876197
9373,43.7866763,-89.0701994
9374,33.1686762,-117.3262286
9375,40.8799998,-77.839658
9376,42.3750363,-71.1028761
9377,44.8129553,-93.1921082
9378,29.4048424,-98.5467833
9379,47.261535,-122.457112
9380,46.86739,-96.90695
9381,41.646181,-71.491916
9382,35.9030893,-79.9679015
9384,29.4575102,-98.3822852
9385,36.0003679,-95.9118129
9387,40.0457117,-90.1534194
9388,42.9838495,-74.1881162
9389,44.14953,-77.399244
9390,36.9255567,-93.9315477
9391,40.7100409,-79.993561
9392,33.752813,-84.3035393
9393,40.6987387,-80.0129452
9395,42.3393028,-71.1257038
9397,40.0064837,-79.0923513
9398,41.441254,-71.493008
9399,40.62923,-75.424591
9400,40.571941,-74.617153
9401,42.44604,-123.32418
9402,46.8775734,-96.7621846
9403,41.9835192,-70.7214933
9404,41.9957869,-70.7378132
9405,41.9984832,-70.7154183
9406,35.1338463,-86.4788459
9407,37.1978869,-95.2979217
9408,42.937494,-85.642978
9409,41.1582246,-80.086947
9410,39.9449909,-105.0075737
9411,41.6565591,-80.1440825
9412,32.7455973,-96.6209149
9413,40.1719642,-75.1204914
9414,33.6071593,-117.9194014
9415,38.7605921,-76.1045114
9416,40.5763342,-74.621609
9417,39.5033914,-119.8142049
9418,40.670404,-74.3291221
9419,38.826053,-77.085265
9420,37.2857509,-121.8758067
9422,42.357306,-88.085789
9423,42.3889939,-88.100084
9424,33.398174,-86.650248
9425,40.63084,-74.02042
9426,35.4454361,-78.4308069
9427,30.9533981,-95.9195042
9428,44.6644939,-85.6765072
9429,44.3411266,-93.9619784
9430,35.8372192,-78.3197865
9432,44.8278591,-93.2754019
9433,44.8278591,-93.2754019
9434,29.694964,-98.491584
9435,39.5759608,-76.9940717
9437,39.8367947,-96.6455823
9438,39.9321858,-91.3790692
9439,40.8218499,-111.9377829
9440,41.914971,-71.2579554
9441,41.241606,-85.7910347
9442,43.3871835,-98.8447818
9443,35.1462887,-80.8543631
9444,29.4283405,-98.5496348
9445,48.4238213,-119.5548104
9446,43.2126483,-75.4607244
9447,42.587034,-87.869105
9448,40.6778509,-73.6873515
9449,39.966407,-75.6044265
9450,42.5864168,-87.8691687
9451,39.8183291,-88.9063176
9452,41.8091789,-73.0895818
9453,42.0379634,-79.2842469
9454,44.6754421,-74.9803191
9455,40.6588825,-96.6603388
9456,41.5168995,-90.4629432
9457,38.3043051,-85.5426767
9459,39.4269451,-85.6091442
9460,39.4298074,-85.6285041
9461,43.21458,-77.55495
9462,39.3345725,-85.4745581
9463,44.5541352,-88.1586225
9464,38.2734404,-85.6028643
9465,45.341003,-122.697645
9467,43.0578421,-88.0094135
9468,40.7740663,-72.9610752
9469,32.8072251,-96.594982
9470,41.4982465,-87.0456481
9471,38.572062,-90.2919903
9472,48.1640034,-103.6406725
9473,39.800385,-104.870495
9474,40.0432541,-75.1847569
9475,35.2229598,-111.6233595
9477,30.473325,-97.829126
9478,41.0963092,-89.8644999
9479,40.1341156,-86.2207763
9480,45.49364,-122.58962
9481,49.849729,-119.6142053
9482,47.8057449,-122.188011
9483,42.8788282,-88.4737427
9484,45.5067643,-94.1889009
9485,41.892995,-71.4121482
9486,40.1705071,-105.2104717
9487,42.7273642,-78.8563344
9488,42.349397,-77.47876
9489,33.8188541,-84.0848861
9490,42.3399309,-71.1853002
9492,38.7960488,-85.6535219
9493,36.4041902,-79.3258676
9494,38.7738065,-85.3326621
9495,45.5322,-122.45869
9496,41.9870519,-70.7005401
9497,41.9893447,-70.7421226
9498,34.4577983,-119.793131
9499,41.9964412,-70.7285608
9500,41.9936687,-70.7363398
9501,45.8411624,10.548359
9502,29.5943998,-98.3881195
9503,29.5943998,-98.3881195
9504,42.3016787,-71.3060503
9505,30.4767898,-97.8299115
9506,38.566951,-121.3701104
9507,39.9763155,-86.1652011
9508,35.7085329,-80.5084423
9510,44.734787,-93.387497
9511,30.799938,-86.5644852
9512,47.4544456,-122.3290043
9513,38.8618678,-77.7741323
9514,37.131611,-93.26089
9515,42.4195365,-76.8497085
9516,30.36048,-81.41297
9517,32.4973044,-93.7198092
9518,30.25324,-89.78859
9519,36.844994,-76.1067395
9520,39.6903145,-84.1239912
9522,42.7895471,-73.6968067
9523,40.8574816,-73.9978553
9524,40.8602536,-73.9883212
9525,40.8645009,-73.9879863
9526,40.863579,-73.9866061
9527,40.8575,-73.99777778
9528,36.5864407,-82.1893926
9529,36.5332148,-82.2465227
9530,36.5868752,-82.1694087
9531,36.5720786,-82.1880174
9532,36.5827811,-82.1415361
9533,41.583776,-93.7374989
9535,38.3260311,-85.6997183
9536,40.4518392,17.2574702
9537,42.7703045,-71.091073
9538,44.9085891,-93.2862851
9539,42.6304034,-83.0169609
9540,37.401662,-122.08342
9541,29.6835102,-95.4785389
9542,35.596746,-98.06124
9543,42.0894648,-71.3958674
9544,34.208503,-118.1951939
9545,43.7634923,-89.4582444
9546,38.492331,-121.549634
9547,37.42315,-121.8698071
9548,42.7958148,-87.8067236
9549,39.8181733,-74.7654741
9550,39.797442,-74.7446365
9551,43.1439596,-77.4360653
9552,43.192479,-89.269683
9553,44.639178,-90.045158
9554,41.658844,-71.460626
9555,35.0394952,-110.7290787
9556,38.9346794,-74.9208087
9557,47.4402197,-122.2817926
9558,29.5333123,-98.7287723
9559,45.1937784,-93.2843487
9560,33.0113045,-96.587231
9561,44.6474879,-93.2633525
9563,39.8092987,-105.1462486
9564,43.1192316,-77.5588297
9565,41.9637112,-87.7238033
9566,41.254276,-96.2684647
9567,45.3216048,-94.2113233
9569,42.7852343,-71.2987859
9571,40.5398708,-80.024503
9572,33.8182138,-118.1256861
9573,41.5774446,-93.7092233
9574,49.196551,-98.094655
9575,42.7538232,-105.4031472
9576,37.354346,-121.90312
9577,41.4485508,-72.1287008
9578,48.1540114,-103.6291152
9579,44.336323,-72.75737
9580,44.339128,-72.753139
9581,50.9063034,-114.0415887
9582,39.462273,-74.98577
9584,37.4592476,-122.156266
9585,43.6786462,-79.3920372
9586,48.1523528,-103.6223675
9587,35.7837688,-78.7830605
9588,55.18457,-118.8044
9589,41.8831215,-88.3125982
9590,42.9351295,-74.1880119
9591,40.2912996,-83.3484025
9592,46.2086842,-91.2844372
9593,39.0428619,-77.118424
9594,34.7124496,-86.7138525
9595,38.1633541,-92.7527733
9596,41.9686682,-91.6597492
9598,40.4822328,-79.9280258
9599,44.8932553,-85.9865992
9600,45.1074792,-87.6047954
9601,41.8289122,-88.081164
9603,38.5011073,-90.3746515
9604,35.8824584,-78.5118646
9605,46.1508808,-93.4711399
9606,29.177615,-82.1530985
9608,42.1699582,-71.1527658
9609,41.7276065,-111.8272261
9610,40.3971414,-80.0343705
9611,32.5224905,-94.8090888
9612,48.061444,-122.1209049
9613,40.5877982,-75.0565806
9614,59.2377174,10.4278975
9615,37.2500105,-76.786443
9616,47.2157385,-94.7543429
9617,42.0175822,-87.8544192
9618,40.121071,-82.905738
9620,43.6685575,-70.2478675
9621,41.2732485,-82.8394498
9622,37.7496699,-122.4529716
9623,39.217332,-76.0302899
9624,44.9274443,-122.9737308
9625,47.00474,-122.80075
9626,30.355135,-90.037145
9627,38.8533431,-77.093611
9628,44.7834855,-79.3938447
9629,41.938249,-87.680427
9630,40.4898658,-74.749143
9632,29.2232857,-81.0543343
9633,29.210836,-81.041898
9634,32.628782,-105.7123111
9635,38.1503464,-78.4780804
9638,51.126104,-114.176354
9639,51.126104,-114.176354
9640,37.697614,-121.872138
9641,44.9220539,-122.9775671
9642,46.3865032,-117.0725236
9643,46.2887751,15.7152833
9644,46.455308,-90.1704355
9646,32.2801128,-106.7821894
9647,40.171586,-74.8210258
9649,43.5242661,-74.3867093
9650,43.395953,-74.292754
9651,42.2747741,-88.2560616
9652,38.970354,-77.089767
9653,43.4759267,-96.7402417
9654,46.8467871,-114.0013944
9655,47.7902458,-122.3243331
9656,38.3921924,-120.8023834
9657,40.7276736,-74.0432415
9658,47.6187155,-117.4071055
9659,49.8654,-97.1421008
9660,40.3791844,-111.7742168
9662,42.3067549,-83.2795953
9663,33.6094,-117.636769
9664,35.495,-128.3523
9665,36.4993283,-79.1526265
9666,47.526883,-122.166569
9667,39.5137431,-77.6510051
9668,39.5137431,-77.6510051
9669,39.5137431,-77.6510051
9670,47.0457623,-95.1123883
9671,45.1381158,-75.6028507
9672,39.0585871,-76.5022597
9673,33.163098,-117.093347
9674,43.9973497,12.6546642
9675,43.661191,-70.2503629
9676,45.1903452,-93.3841479
9677,41.8375365,-72.674897
9678,41.0632675,-73.4840686
9679,36.8138863,-76.2011755
9680,35.8016999,-78.60632
9681,41.2886589,-111.9532039
9682,41.8352251,-86.2344616
9683,34.2038591,-118.5128876
9684,34.007953,-118.4403829
9685,42.968903,-85.716727
9686,41.9061217,-71.4285681
9687,42.8226702,-86.0680342
9688,35.226362,-80.8047515
9689,29.9715354,-90.0559351
9690,46.2897656,11.513949
9691,45.0224791,-92.8288169
9692,43.189517,-89.2469233
9693,32.73827,-117.12183
9694,35.53506,-82.65428
9695,44.8105627,-68.7942315
9696,32.7648273,-117.1033016
9698,44.9121749,-123.040903
9699,39.5957382,-104.7317365
9700,46.2021245,-92.9175586
9701,33.0878139,-82.0146999
9702,47.1914132,-122.5691289
9703,42.0569541,-87.7537019
9704,40.8582202,-96.6869737
9705,28.732987,-81.3237176
9706,42.9532531,-78.8681212
9707,41.3227076,-71.8117095
9708,32.2479045,-81.2144022
9709,36.0604872,-79.5180616
9710,53.5891676,-113.3919871
9711,47.7077803,-121.3593979
9713,41.6262022,-72.6596386
9714,44.1434126,-79.3149069
9715,41.4251706,-81.3955491
9716,41.9069192,-71.4315495
9717,42.1977915,-88.2171881
9719,49.34876,-123.09196
9720,44.1118482,-123.1311296
9721,39.2759719,-76.7329921
9722,44.6146788,-123.0840968
9723,38.772669,-77.221388
9724,39.8439125,-75.7099356
9725,41.5587036,-90.5567329
9726,46.7838957,-100.7878696
9727,41.473416,-71.17535
9728,29.8427953,-90.1187377
9729,45.4407893,-75.6099697
9730,33.735797,-84.2494874
9732,38.896887,-104.969833
9733,29.53016,-98.44392
9734,33.9148186,-78.269624
9735,40.3365416,-74.4164064
9736,34.1635143,-77.8809862
9737,42.8410869,-85.6390764
9738,41.3214752,-81.8037969
9739,39.9053766,-86.0210475
9740,41.1909202,-73.2469449
9741,41.534816,-73.902064
9742,37.565595,-122.348923
9743,40.7716684,-82.262531
9744,37.2350218,-77.3725706
9745,44.9431826,-93.107121
9746,39.7175144,-82.5833469
9747,33.3642533,-111.7637588
9748,33.95463,-117.40413
9749,42.6051992,-89.031094
9751,51.2413458,-0.5624977
9752,29.8505579,-98.1703525
9753,43.5860613,-70.2102615
9754,42.4581158,-71.0638444
9755,47.503145,-122.6061887
9756,42.0693232,-71.3898827
9757,33.7537791,-117.869993
9759,41.3111251,-73.386043
9760,49.8186254,-97.0904705
9761,42.765961,-73.781573
9763,51.027863,-114.16623
9764,41.9236016,-79.6472062
9765,32.818697,-96.6812379
9766,43.3973212,-86.1482045
9767,44.6702455,-90.1464935
9768,27.2458362,-80.2274695
9769,36.0641172,-94.1460831
9770,38.7949392,-90.511256
9771,33.979384,-117.914857
9772,40.7196712,-74.3215603
9774,42.3191978,-83.3765196
9775,42.3309894,-73.2820185
9776,40.4339642,-74.2016301
9777,43.233,-79.85696
9778,38.8699012,-106.9812843
9779,47.6688159,-122.1435541
9780,41.0666124,-72.3386959
9781,34.528318,-90.5889701
9782,45.4292986,-122.8185144
9783,38.6632681,-90.5748325
9784,46.4753532,11.7380886
9785,38.956881,-92.3178496
9786,39.0549,-108.55527
9787,43.3744628,-80.0306532
9788,39.0917128,-104.8506439
9789,41.2357138,-96.152015
9790,41.4867051,-72.6596828
9791,42.2410623,-85.6980865
9792,37.5819178,-122.016837
9793,37.365165,-122.101636
9794,38.57971,-90.27343
9795,44.0296697,-92.7502299
9796,47.4921243,-122.1836348
9798,-31.9631623,115.9137188
9799,47.2204104,-122.1869674
9800,45.8479876,8.2019598
9801,43.1460439,-80.2751869
9802,41.4956892,-71.3728116
9803,40.349863,-105.0990133
9804,39.1653249,-77.0663851
9805,44.5007413,-83.3196064
9806,42.249835,2.9112549
9808,37.2104825,-93.2894104
9809,35.665716,-109.056769
9810,44.9198162,-93.1462246
9811,37.297143,-122.000655
9812,50.7242673,-113.9753672
9813,38.4863812,-81.937888
9814,32.7510172,-117.180998
9815,38.14517,-78.47082
9816,47.67564,-122.12064
9817,41.6707472,-69.9960227
9818,31.6964739,-106.2385565
9819,42.0977346,-79.2413704
9820,43.9450537,-71.5008804
9821,45.341486,-122.598848
9822,43.2491691,-79.8374431
9823,43.2484817,-79.8436003
9824,33.2490952,-84.2693036
9825,32.7968308,-83.4936564
9826,32.7071641,-83.4856913
9827,32.6082409,-83.2449192
9828,32.6895253,-83.3495925
9829,32.8185835,-83.4675965
9830,38.3394619,-122.708006
9831,40.3654022,-111.9724867
9832,27.1695889,-80.2067342
9833,42.0389035,-91.5889807
9834,42.5052245,-94.1883782
9835,42.3171714,-71.1162204
9836,58.8629889,5.7916264
9837,42.0329564,-88.3578163
9838,36.8528314,-87.4955807
9840,45.8479876,8.2019598
9841,46.3949247,-63.0406439
9842,43.1762362,-88.1241911
9843,43.6679556,-70.2967697
9844,38.9601247,-76.7257835
9847,38.987994,-84.659072
9848,45.1362243,-93.3307779
9849,45.318948,-79.218317
9851,41.8966298,-87.6736778
9852,40.6317118,-74.1568562
9853,44.376651,-103.7296415
9854,37.39785,-122.1158295
9855,44.9618565,-89.6157841
9856,44.68462,-93.43497
9857,40.7315251,-74.2660863
9858,32.7921024,-117.2339728
9859,45.3654212,-122.6158661
9860,38.92819,-94.62945
9861,36.237387,-86.5396559
9862,53.4979155,-113.55436
9863,44.223824,-68.6802241
9864,47.08126,-122.75761
9865,48.0091014,-122.4600235
9866,41.2482711,-80.7294972
9867,32.7471713,-97.5107173
9868,38.815851,-85.0623307
9869,38.791422,-85.386921
9870,41.9964347,-91.6261799
9871,38.8659688,-85.298209
9872,34.7875428,-82.2039112
9873,45.398794,-84.6259522
9874,38.2007365,-84.8332525
9875,41.994863,-88.685436
9876,43.1327146,-89.3080714
9877,43.0835827,-76.8705196
9878,41.800582,-88.07649
9879,44.960466,-93.1574833
9880,45.829,-108.51
9881,40.1899,-75.22001
9882,38.9146536,-104.7453716
9883,42.8124293,-83.7274313
9884,41.6878406,-85.9996788
9885,42.1946224,-83.721906
9886,30.4238852,-91.0428615
9887,35.6503051,-78.4839256
9888,40.375141,-75.2937033
9889,38.8124019,-77.6373473
9890,34.0437559,-80.9636916
9891,27.7978314,-82.641167
9892,39.8977626,-75.0324564
9893,39.371785,-76.5263556
9895,39.7956642,-75.0383422
9896,45.5762196,-122.6932052
9897,39.8493241,-86.3847262
9898,39.7856784,-77.3708662
9899,42.060332,-73.916469
9900,42.4599776,-83.3703827
9901,41.6882635,-69.9632458
9902,40.5682966,-74.5223651
9903,47.6947454,-122.324896
9904,41.891475,-88.2962283
9905,40.5987846,-89.453502
9906,42.5781012,-75.1164643
9907,44.719664,-93.2293566
9908,31.9018469,-84.2521004
9909,41.2773045,-82.8397233
9913,43.1114449,-77.5555607
9914,38.931272,-119.747243
9915,38.03824,-84.4911939
9916,41.246133,-85.423725
9918,38.7139935,-90.4618428
9919,51.1112023,-114.1696043
9921,51.1126474,-114.1614325
9922,26.5313913,-81.8784323
9923,36.0062606,-83.9003229
9924,43.179948,-89.473733
9925,39.7992232,18.3493299
9926,36.1011643,-79.8323661
9928,42.1585117,-70.9483874
9932,41.9264682,-88.3346914
9933,33.1219786,-96.6506976
9934,33.0850901,-96.6676543
9935,38.8381714,-106.1278862
9936,33.7586548,-117.8336155
9937,33.5052713,-117.6634107
9938,33.898802,-117.86451
9939,42.900439,-77.2722925
9940,40.2711009,-74.5330287
9941,41.9955051,-88.1534195
9942,44.2309589,-85.4659032
9943,42.4301894,-70.9327601
9944,42.0834976,-87.7373069
9945,44.7908304,-85.0143646
9946,37.567167,-122.063347
9947,43.8663104,-70.1457845
9948,36.6040162,-121.9375561
9949,42.8877293,-73.8108945
9950,42.5975127,-82.38046
9951,42.8625862,-73.7298827
9952,38.6335252,-75.6109893
9953,32.9074768,-96.7465203
9954,47.2014368,-122.2150331
9955,39.4873511,-75.0359932
9956,33.678095,-84.466994
9957,41.9411083,-87.7647827
9958,43.1464906,-79.2375514
9960,41.3354432,-71.9081237
9961,42.8588158,-76.3384701
9962,39.0628143,-85.2645343
9963,40.1028815,-105.1722399
9964,27.966574,-82.784607
9965,40.1199636,-111.6015838
9966,42.8433327,-78.7902097
9967,45.486715,-108.9685141
9968,40.5943701,-74.1856702
9969,32.3140446,-94.512767
9970,40.8658807,-81.4133246
9973,41.9177982,-91.4183879
9974,42.1609871,-87.8586776
9975,29.5972503,-90.7203729
9976,42.3607413,-83.0077902
9978,38.7421557,-75.1729209
9979,46.1352485,-93.5712817
9980,41.6333141,-80.1243878
9981,42.405474,-89.056575
9982,42.9223086,-85.5597372
9983,43.593871,-83.8890279
9984,32.7909008,-117.2017763
9985,43.672516,-111.912605
9986,33.4181209,-111.952482
9987,42.8607023,-87.8962
9988,-38.3687337,144.9142603
9989,42.7150237,-88.95846
9991,41.984551,-76.5315667
9992,36.8272873,-76.2048624
9993,48.0207298,-101.9589126
9994,33.5406487,-101.8562275
9995,32.4718711,-84.9941881
9996,32.4799889,-84.9654987
9997,32.470069,-84.970796
9998,47.9602036,-101.8018598
9999,32.4882851,-84.914435
10000,32.4978277,-84.9857072
10001,32.459382,-84.9941823
10002,32.4785188,-84.9668631
10003,32.5212873,-84.9921346
10005,32.5026651,-84.9909497
10006,40.9171837,-87.7246454
10007,46.8826694,-114.2319873
10008,30.2992803,-81.7226007
10009,41.4090491,-85.6580409
10010,41.3681171,-85.5248816
10011,40.6962129,-80.0109302
10012,44.9119468,-123.0594044
10013,39.6553383,-105.0563351
10014,30.4709913,-97.6436645
10015,43.9305344,-78.7030874
10016,43.5379205,-71.2843563
10017,41.496008,-90.4398274
10018,42.0430761,-87.9312397
10019,40.0885111,-91.8182318
10020,33.5455906,-84.2336836
10021,44.8384873,-93.5312799
10023,40.5890498,-89.6205482
10025,44.7075457,-93.1815354
10026,43.145259,-77.646179
10027,51.3840313,1.3628515
10028,45.0150174,-92.9477165
10030,48.1606061,-103.6173551
10031,37.2593193,-85.0238798
10032,39.5642893,-97.6504242
10033,37.1053928,-113.5814672
10034,41.8529142,-87.8021721
10035,28.2311968,-82.2753841
10036,34.1155614,35.6744347
10037,42.9187667,-78.8847708
10038,39.3914321,-76.5696107
10039,33.7667775,-117.8634003
10041,29.4966907,-98.5010761
10042,33.7405816,-117.8725408
10043,32.8889663,-97.2499605
10044,39.0729248,-108.4946302
10045,40.7463025,-111.8820339
10046,40.7669273,-124.1498078
10047,42.3598262,-85.6038989
10048,39.7871125,-89.6967869
10049,43.0764978,-88.9077899
10050,35.8527512,-86.4627029
10051,40.8535167,-73.6414951
10052,41.803328,-91.484553
10053,44.5767,-89.5784
10054,43.7340896,-83.9476087
10055,42.249835,2.9112549
10056,39.4251276,-92.4606392
10057,33.4845161,-112.1028981
10058,32.8463224,-117.2147429
10059,42.0625261,-87.9071612
10060,44.7521286,-92.8810746
10061,34.7538,-77.42855
10063,42.2794896,-71.1765131
10064,42.2601048,-71.1597514
10065,44.9754156,-93.3785916
10066,30.6126488,-92.0610416
10067,40.8005001,-72.7749171
10068,30.7309227,-91.9772225
10069,48.2190859,-122.6950023
10070,41.4859912,-81.7847568
10072,32.4319576,-99.7745348
10073,40.7379292,-73.1342229
10074,43.2440771,-123.3511821
10075,45.4752881,-122.5700255
10076,42.0574344,-72.5711277
10077,40.58918,-81.09761
10078,43.1818977,-95.6554389
10079,47.5051379,-122.3612179
10080,42.2429944,-88.8398348
10081,44.9403132,-93.1023621
10082,41.7566125,-88.0246721
10083,42.910616,-78.7814559
10084,33.7270006,-118.0157497
10085,36.102791,-86.778589
10086,32.8135727,-117.2129743
10087,45.4071127,-93.8803093
10088,32.9182239,-117.1559557
10089,27.7742348,-82.673789
10090,38.9856033,-76.5141282
10091,39.2664284,-76.6753758
10092,39.157072,-77.405034
10093,29.505898,-95.1749385
10094,33.6331892,-117.6563873
10096,28.5153931,-81.3788216
10097,41.9493403,-87.6866953
10098,40.6467393,-73.16066
10099,40.0019115,-76.832904
10101,34.7994381,-82.2268058
10102,40.3037198,-83.0756693
10103,40.2925628,-121.230666
10104,33.362153,-111.8986155
10105,10.7865373,-0.8528003
10106,35.361851,-120.850319
10107,40.7399709,-86.376475
10108,37.9465577,-121.9336006
10109,42.9887074,-84.5515623
10110,44.8248012,-93.3092546
10111,35.481276,-105.881062
10112,46.7207933,-92.134939
10113,33.92751,-118.4220834
10114,46.6013625,-120.5896118
10115,45.4874251,-122.3768112
10116,47.420993,-92.940761
10117,53.5298606,-113.6067742
10119,47.5681342,-122.2926599
10120,38.837648,-77.2933709
10121,32.3278,-106.79572
10122,38.5702132,-89.9898286
10123,41.4726898,-81.4561668
10124,31.7975274,-94.1826963
10125,30.5096304,-97.7250577
10128,43.0192764,-88.1165545
10130,47.751733,-122.3150409
10131,48.1464108,-103.6276977
10132,42.079543,-88.0386967
10134,49.9170804,-97.1236522
10135,48.9350896,-57.9496683
10136,42.4743273,-90.6983618
10137,38.929092,-77.042445
10138,38.688221,-77.333303
10139,38.2974605,-77.4667688
10140,42.1431028,-88.1428253
10141,29.9681401,-95.1741439
10142,29.5516774,-98.3967866
10143,41.025771,-87.7219371
10144,30.3987751,-91.0853335
10145,34.4130749,-118.5464888
10146,42.4506063,-88.953562
10147,33.886595,-118.361561
10148,48.5139456,-123.3738643
10149,33.8865452,-118.3620373
10151,41.7583433,-93.6144392
10152,43.5270762,-80.2073378
10153,39.4002485,-76.6445698
10154,42.030043,-87.8487022
10155,32.7421872,-96.8432436
10156,39.72821,-82.567863
10157,27.7144255,-97.3568571
10158,39.7218773,-82.6178059
10159,46.4412508,-108.5438251
10160,49.3259408,-123.0688761
10162,43.1626998,-70.8664143
10163,33.8289585,-83.8675962
10164,35.3895398,-76.5947485
10165,41.4558745,-70.6206589
10167,40.8658394,-87.3652925
10168,40.570034,-105.1330173
10169,38.9808997,-104.5866731
10170,38.2453431,-85.6532209
10171,40.7142993,-74.8849358
10172,40.3393603,-75.8717161
10173,43.677139,-85.513765
10174,43.884225,11.834528
10175,43.92525,11.793531
10176,39.9032658,-75.0113927
10177,43.7228348,-111.1076182
10179,38.2955888,-85.8024373
10180,41.9502535,-72.0757494
10181,33.7270006,-118.0157497
10182,44.9523799,-93.2137316
10184,43.1140792,-78.681223
10185,42.1031966,-88.2659076
10186,43.2556308,-71.5769621
10187,44.7749915,-94.146958
10188,40.6957049,-73.9313621
10189,38.5683756,-121.751648
10190,38.9352938,-77.0427062
10191,45.1473288,-93.1683105
10193,41.7465506,-72.5434282
10194,38.770641,-85.389859
10195,33.1658503,-96.7456929
10196,42.5398257,-83.5311127
10197,37.8485534,-122.2748483
10198,42.4135546,-71.1367516
10199,35.9976206,-78.865748
10200,33.1430679,-117.167598
10204,40.4424586,-80.0637296
10205,40.3781427,-75.2897052
10206,39.962833,-75.198731
10207,37.7039244,-97.3480767
10208,40.3240581,-111.7177847
10209,37.288498,-121.9548433
10210,37.9259675,-84.5364072
10212,35.756573,-78.825445
10213,43.25482,-79.84404
10214,39.6954837,-104.7674767
10215,37.6567422,-122.4447542
10216,37.6521217,-122.4419686
10217,41.5617262,-88.1894001
10219,40.0496311,-75.4482976
10220,42.6828186,-89.0078124
10222,46.0963276,-89.8131989
10223,44.5173855,-89.5778162
10224,43.0969724,-75.2427331
10225,43.0129651,-76.156555
10226,38.9776103,-77.0901266
10227,40.141104,-83.221895
10228,40.0763592,-88.2870557
10229,39.9773855,-85.6145599
10230,44.7407696,-80.0742249
